OccurrrenceUrn	TextPassage
urn:cite:hmt:venAsign.2213	urn:cts:greekLit:tlg0012.tlg001.msA:17.702
urn:cite:hmt:venAsign.2214	urn:cts:greekLit:tlg0012.tlg001.msA:17.705
urn:cite:hmt:venAsign.2215	urn:cts:greekLit:tlg0012.tlg001.msA:17.719
urn:cite:hmt:venAsign.2216	urn:cts:greekLit:tlg0012.tlg001.msA:17.728
urn:cite:hmt:venAsign.2217	urn:cts:greekLit:tlg0012.tlg001.msA:18.7
urn:cite:hmt:venAsign.2218	urn:cts:greekLit:tlg0012.tlg001.msA:18.10
urn:cite:hmt:venAsign.2219	urn:cts:greekLit:tlg0012.tlg001.msA:18.23
urn:cite:hmt:venAsign.2220	urn:cts:greekLit:tlg0012.tlg001.msA:18.34
urn:cite:hmt:venAsign.2221	urn:cts:greekLit:tlg0012.tlg001.msA:18.39
urn:cite:hmt:venAsign.2222	urn:cts:greekLit:tlg0012.tlg001.msA:18.40
urn:cite:hmt:venAsign.2223	urn:cts:greekLit:tlg0012.tlg001.msA:18.41
urn:cite:hmt:venAsign.2224	urn:cts:greekLit:tlg0012.tlg001.msA:18.42
urn:cite:hmt:venAsign.2225	urn:cts:greekLit:tlg0012.tlg001.msA:18.43
urn:cite:hmt:venAsign.2226	urn:cts:greekLit:tlg0012.tlg001.msA:18.44
urn:cite:hmt:venAsign.2227	urn:cts:greekLit:tlg0012.tlg001.msA:18.45
urn:cite:hmt:venAsign.2228	urn:cts:greekLit:tlg0012.tlg001.msA:18.46
urn:cite:hmt:venAsign.2229	urn:cts:greekLit:tlg0012.tlg001.msA:18.47
urn:cite:hmt:venAsign.2230	urn:cts:greekLit:tlg0012.tlg001.msA:18.48
urn:cite:hmt:venAsign.2231	urn:cts:greekLit:tlg0012.tlg001.msA:18.49
urn:cite:hmt:venAsign.2232	urn:cts:greekLit:tlg0012.tlg001.msA:18.57
urn:cite:hmt:venAsign.2233	urn:cts:greekLit:tlg0012.tlg001.msA:18.60
urn:cite:hmt:venAsign.2234	urn:cts:greekLit:tlg0012.tlg001.msA:18.77
urn:cite:hmt:venAsign.2235	urn:cts:greekLit:tlg0012.tlg001.msA:18.90
urn:cite:hmt:venAsign.2236	urn:cts:greekLit:tlg0012.tlg001.msA:18.93
urn:cite:hmt:venAsign.2237	urn:cts:greekLit:tlg0012.tlg001.msA:18.103
urn:cite:hmt:venAsign.2238	urn:cts:greekLit:tlg0012.tlg001.msA:18.117
urn:cite:hmt:venAsign.2239	urn:cts:greekLit:tlg0012.tlg001.msA:18.125
urn:cite:hmt:venAsign.2240	urn:cts:greekLit:tlg0012.tlg001.msA:18.130
urn:cite:hmt:venAsign.2241	urn:cts:greekLit:tlg0012.tlg001.msA:18.136
urn:cite:hmt:venAsign.2242	urn:cts:greekLit:tlg0012.tlg001.msA:18.148
urn:cite:hmt:venAsign.2243	urn:cts:greekLit:tlg0012.tlg001.msA:18.155
urn:cite:hmt:venAsign.2244	urn:cts:greekLit:tlg0012.tlg001.msA:18.160
urn:cite:hmt:venAsign.2245	urn:cts:greekLit:tlg0012.tlg001.msA:18.161
urn:cite:hmt:venAsign.2246	urn:cts:greekLit:tlg0012.tlg001.msA:18.174
urn:cite:hmt:venAsign.2247	urn:cts:greekLit:tlg0012.tlg001.msA:18.186
urn:cite:hmt:venAsign.2248	urn:cts:greekLit:tlg0012.tlg001.msA:18.191
urn:cite:hmt:venAsign.2249	urn:cts:greekLit:tlg0012.tlg001.msA:18.197
urn:cite:hmt:venAsign.2250	urn:cts:greekLit:tlg0012.tlg001.msA:18.222
urn:cite:hmt:venAsign.2251	urn:cts:greekLit:tlg0012.tlg001.msA:18.230
urn:cite:hmt:venAsign.2252	urn:cts:greekLit:tlg0012.tlg001.msA:18.236
urn:cite:hmt:venAsign.2253	urn:cts:greekLit:tlg0012.tlg001.msA:18.239
urn:cite:hmt:venAsign.2254	urn:cts:greekLit:tlg0012.tlg001.msA:18.247
urn:cite:hmt:venAsign.2255	urn:cts:greekLit:tlg0012.tlg001.msA:18.265
urn:cite:hmt:venAsign.2256	urn:cts:greekLit:tlg0012.tlg001.msA:18.272
urn:cite:hmt:venAsign.2257	urn:cts:greekLit:tlg0012.tlg001.msA:18.274
urn:cite:hmt:venAsign.2258	urn:cts:greekLit:tlg0012.tlg001.msA:18.283
urn:cite:hmt:venAsign.2259	urn:cts:greekLit:tlg0012.tlg001.msA:18.287
urn:cite:hmt:venAsign.2260	urn:cts:greekLit:tlg0012.tlg001.msA:18.291
urn:cite:hmt:venAsign.2261	urn:cts:greekLit:tlg0012.tlg001.msA:18.319
urn:cite:hmt:venAsign.2262	urn:cts:greekLit:tlg0012.tlg001.msA:18.332
urn:cite:hmt:venAsign.2263	urn:cts:greekLit:tlg0012.tlg001.msA:18.351
urn:cite:hmt:venAsign.2264	urn:cts:greekLit:tlg0012.tlg001.msA:18.352
urn:cite:hmt:venAsign.2265	urn:cts:greekLit:tlg0012.tlg001.msA:18.356
urn:cite:hmt:venAsign.2266	urn:cts:greekLit:tlg0012.tlg001.msA:18.373
urn:cite:hmt:venAsign.2267	urn:cts:greekLit:tlg0012.tlg001.msA:18.376
urn:cite:hmt:venAsign.2268	urn:cts:greekLit:tlg0012.tlg001.msA:18.392
urn:cite:hmt:venAsign.2269	urn:cts:greekLit:tlg0012.tlg001.msA:18.413
urn:cite:hmt:venAsign.2270	urn:cts:greekLit:tlg0012.tlg001.msA:18.416
urn:cite:hmt:venAsign.2271	urn:cts:greekLit:tlg0012.tlg001.msA:18.438
urn:cite:hmt:venAsign.2272	urn:cts:greekLit:tlg0012.tlg001.msA:18.444
urn:cite:hmt:venAsign.2273	urn:cts:greekLit:tlg0012.tlg001.msA:18.445
urn:cite:hmt:venAsign.2274	urn:cts:greekLit:tlg0012.tlg001.msA:18.446
urn:cite:hmt:venAsign.2275	urn:cts:greekLit:tlg0012.tlg001.msA:18.447
urn:cite:hmt:venAsign.2276	urn:cts:greekLit:tlg0012.tlg001.msA:18.448
urn:cite:hmt:venAsign.2277	urn:cts:greekLit:tlg0012.tlg001.msA:18.449
urn:cite:hmt:venAsign.2278	urn:cts:greekLit:tlg0012.tlg001.msA:18.450
urn:cite:hmt:venAsign.2279	urn:cts:greekLit:tlg0012.tlg001.msA:18.451
urn:cite:hmt:venAsign.2280	urn:cts:greekLit:tlg0012.tlg001.msA:18.452
urn:cite:hmt:venAsign.2281	urn:cts:greekLit:tlg0012.tlg001.msA:18.453
urn:cite:hmt:venAsign.2282	urn:cts:greekLit:tlg0012.tlg001.msA:18.454
urn:cite:hmt:venAsign.2283	urn:cts:greekLit:tlg0012.tlg001.msA:18.455
urn:cite:hmt:venAsign.2284	urn:cts:greekLit:tlg0012.tlg001.msA:18.456
urn:cite:hmt:venAsign.2285	urn:cts:greekLit:tlg0012.tlg001.msA:18.460
urn:cite:hmt:venAsign.2286	urn:cts:greekLit:tlg0012.tlg001.msA:18.461
urn:cite:hmt:venAsign.2287	urn:cts:greekLit:tlg0012.tlg001.msA:18.470
urn:cite:hmt:venAsign.2288	urn:cts:greekLit:tlg0012.tlg001.msA:18.492
urn:cite:hmt:venAsign.2289	urn:cts:greekLit:tlg0012.tlg001.msA:18.495
urn:cite:hmt:venAsign.2290	urn:cts:greekLit:tlg0012.tlg001.msA:18.496
urn:cite:hmt:venAsign.2291	urn:cts:greekLit:tlg0012.tlg001.msA:18.502
urn:cite:hmt:venAsign.2292	urn:cts:greekLit:tlg0012.tlg001.msA:18.512
urn:cite:hmt:venAsign.2293	urn:cts:greekLit:tlg0012.tlg001.msA:18.519
urn:cite:hmt:venAsign.2294	urn:cts:greekLit:tlg0012.tlg001.msA:18.540
urn:cite:hmt:venAsign.2295	urn:cts:greekLit:tlg0012.tlg001.msA:18.550
urn:cite:hmt:venAsign.2296	urn:cts:greekLit:tlg0012.tlg001.msA:18.560
urn:cite:hmt:venAsign.2297	urn:cts:greekLit:tlg0012.tlg001.msA:18.570
urn:cite:hmt:venAsign.2298	urn:cts:greekLit:tlg0012.tlg001.msA:18.583
urn:cite:hmt:venAsign.2299	urn:cts:greekLit:tlg0012.tlg001.msA:18.584
urn:cite:hmt:venAsign.2300	urn:cts:greekLit:tlg0012.tlg001.msA:18.589
urn:cite:hmt:venAsign.2301	urn:cts:greekLit:tlg0012.tlg001.msA:18.590
urn:cite:hmt:venAsign.2302	urn:cts:greekLit:tlg0012.tlg001.msA:18.595
urn:cite:hmt:venAsign.2303	urn:cts:greekLit:tlg0012.tlg001.msA:18.596
urn:cite:hmt:venAsign.2304	urn:cts:greekLit:tlg0012.tlg001.msA:18.597
urn:cite:hmt:venAsign.2305	urn:cts:greekLit:tlg0012.tlg001.msA:18.598
urn:cite:hmt:venAsign.2306	urn:cts:greekLit:tlg0012.tlg001.msA:18.604
urn:cite:hmt:venAsign.2307	urn:cts:greekLit:tlg0012.tlg001.msA:19.8
urn:cite:hmt:venAsign.2308	urn:cts:greekLit:tlg0012.tlg001.msA:19.10
urn:cite:hmt:venAsign.2309	urn:cts:greekLit:tlg0012.tlg001.msA:19.14
urn:cite:hmt:venAsign.2310	urn:cts:greekLit:tlg0012.tlg001.msA:19.15
urn:cite:hmt:venAsign.2311	urn:cts:greekLit:tlg0012.tlg001.msA:19.25
urn:cite:hmt:venAsign.2312	urn:cts:greekLit:tlg0012.tlg001.msA:19.26
urn:cite:hmt:venAsign.2313	urn:cts:greekLit:tlg0012.tlg001.msA:19.34
urn:cite:hmt:venAsign.2314	urn:cts:greekLit:tlg0012.tlg001.msA:19.41
urn:cite:hmt:venAsign.2315	urn:cts:greekLit:tlg0012.tlg001.msA:19.42
urn:cite:hmt:venAsign.2316	urn:cts:greekLit:tlg0012.tlg001.msA:19.45
urn:cite:hmt:venAsign.2317	urn:cts:greekLit:tlg0012.tlg001.msA:19.49
urn:cite:hmt:venAsign.2318	urn:cts:greekLit:tlg0012.tlg001.msA:19.51
urn:cite:hmt:venAsign.2319	urn:cts:greekLit:tlg0012.tlg001.msA:19.62
urn:cite:hmt:venAsign.2320	urn:cts:greekLit:tlg0012.tlg001.msA:19.65
urn:cite:hmt:venAsign.2321	urn:cts:greekLit:tlg0012.tlg001.msA:19.67
urn:cite:hmt:venAsign.2322	urn:cts:greekLit:tlg0012.tlg001.msA:19.68
urn:cite:hmt:venAsign.2323	urn:cts:greekLit:tlg0012.tlg001.msA:19.71
urn:cite:hmt:venAsign.2324	urn:cts:greekLit:tlg0012.tlg001.msA:19.75
urn:cite:hmt:venAsign.2325	urn:cts:greekLit:tlg0012.tlg001.msA:19.77
urn:cite:hmt:venAsign.2326	urn:cts:greekLit:tlg0012.tlg001.msA:19.80
urn:cite:hmt:venAsign.2327	urn:cts:greekLit:tlg0012.tlg001.msA:19.85
urn:cite:hmt:venAsign.2328	urn:cts:greekLit:tlg0012.tlg001.msA:19.93
urn:cite:hmt:venAsign.2329	urn:cts:greekLit:tlg0012.tlg001.msA:19.94
urn:cite:hmt:venAsign.2330	urn:cts:greekLit:tlg0012.tlg001.msA:19.97
urn:cite:hmt:venAsign.2331	urn:cts:greekLit:tlg0012.tlg001.msA:19.100
urn:cite:hmt:venAsign.2332	urn:cts:greekLit:tlg0012.tlg001.msA:19.114
urn:cite:hmt:venAsign.2333	urn:cts:greekLit:tlg0012.tlg001.msA:19.115
urn:cite:hmt:venAsign.2334	urn:cts:greekLit:tlg0012.tlg001.msA:19.118
urn:cite:hmt:venAsign.2335	urn:cts:greekLit:tlg0012.tlg001.msA:19.119
urn:cite:hmt:venAsign.2336	urn:cts:greekLit:tlg0012.tlg001.msA:19.120
urn:cite:hmt:venAsign.2337	urn:cts:greekLit:tlg0012.tlg001.msA:19.327
urn:cite:hmt:venAsign.2338	urn:cts:greekLit:tlg0012.tlg001.msA:19.347
urn:cite:hmt:venAsign.2339	urn:cts:greekLit:tlg0012.tlg001.msA:19.361
urn:cite:hmt:venAsign.2340	urn:cts:greekLit:tlg0012.tlg001.msA:19.365
urn:cite:hmt:venAsign.2341	urn:cts:greekLit:tlg0012.tlg001.msA:19.366
urn:cite:hmt:venAsign.2342	urn:cts:greekLit:tlg0012.tlg001.msA:19.367
urn:cite:hmt:venAsign.2343	urn:cts:greekLit:tlg0012.tlg001.msA:19.367
urn:cite:hmt:venAsign.2344	urn:cts:greekLit:tlg0012.tlg001.msA:19.368
urn:cite:hmt:venAsign.2345	urn:cts:greekLit:tlg0012.tlg001.msA:19.380
urn:cite:hmt:venAsign.2346	urn:cts:greekLit:tlg0012.tlg001.msA:19.384
urn:cite:hmt:venAsign.2347	urn:cts:greekLit:tlg0012.tlg001.msA:19.387
urn:cite:hmt:venAsign.2348	urn:cts:greekLit:tlg0012.tlg001.msA:19.388
urn:cite:hmt:venAsign.2349	urn:cts:greekLit:tlg0012.tlg001.msA:19.389
urn:cite:hmt:venAsign.2350	urn:cts:greekLit:tlg0012.tlg001.msA:19.390
urn:cite:hmt:venAsign.2351	urn:cts:greekLit:tlg0012.tlg001.msA:19.391
urn:cite:hmt:venAsign.2352	urn:cts:greekLit:tlg0012.tlg001.msA:19.392
urn:cite:hmt:venAsign.2353	urn:cts:greekLit:tlg0012.tlg001.msA:19.400
urn:cite:hmt:venAsign.2354	urn:cts:greekLit:tlg0012.tlg001.msA:19.407
urn:cite:hmt:venAsign.2355	urn:cts:greekLit:tlg0012.tlg001.msA:19.416
urn:cite:hmt:venAsign.2356	urn:cts:greekLit:tlg0012.tlg001.msA:19.417
urn:cite:hmt:venAsign.2357	urn:cts:greekLit:tlg0012.tlg001.msA:19.418
urn:cite:hmt:venAsign.2358	urn:cts:greekLit:tlg0012.tlg001.msA:20.4
urn:cite:hmt:venAsign.2359	urn:cts:greekLit:tlg0012.tlg001.msA:20.5
urn:cite:hmt:venAsign.2360	urn:cts:greekLit:tlg0012.tlg001.msA:20.7
urn:cite:hmt:venAsign.2361	urn:cts:greekLit:tlg0012.tlg001.msA:20.11
urn:cite:hmt:venAsign.2362	urn:cts:greekLit:tlg0012.tlg001.msA:20.13
urn:cite:hmt:venAsign.2363	urn:cts:greekLit:tlg0012.tlg001.msA:20.33
urn:cite:hmt:venAsign.2364	urn:cts:greekLit:tlg0012.tlg001.msA:20.40
urn:cite:hmt:venAsign.2365	urn:cts:greekLit:tlg0012.tlg001.msA:20.44
urn:cite:hmt:venAsign.2366	urn:cts:greekLit:tlg0012.tlg001.msA:20.48
urn:cite:hmt:venAsign.2367	urn:cts:greekLit:tlg0012.tlg001.msA:20.53
urn:cite:hmt:venAsign.2368	urn:cts:greekLit:tlg0012.tlg001.msA:20.58
urn:cite:hmt:venAsign.2369	urn:cts:greekLit:tlg0012.tlg001.msA:20.68
urn:cite:hmt:venAsign.2370	urn:cts:greekLit:tlg0012.tlg001.msA:20.69
urn:cite:hmt:venAsign.2371	urn:cts:greekLit:tlg0012.tlg001.msA:20.74
urn:cite:hmt:venAsign.2372	urn:cts:greekLit:tlg0012.tlg001.msA:20.79
urn:cite:hmt:venAsign.2373	urn:cts:greekLit:tlg0012.tlg001.msA:20.84
urn:cite:hmt:venAsign.2374	urn:cts:greekLit:tlg0012.tlg001.msA:20.107
urn:cite:hmt:venAsign.2375	urn:cts:greekLit:tlg0012.tlg001.msA:20.114
urn:cite:hmt:venAsign.2376	urn:cts:greekLit:tlg0012.tlg001.msA:20.125
urn:cite:hmt:venAsign.2377	urn:cts:greekLit:tlg0012.tlg001.msA:20.126
urn:cite:hmt:venAsign.2378	urn:cts:greekLit:tlg0012.tlg001.msA:20.127
urn:cite:hmt:venAsign.2379	urn:cts:greekLit:tlg0012.tlg001.msA:20.128
urn:cite:hmt:venAsign.2380	urn:cts:greekLit:tlg0012.tlg001.msA:20.147
urn:cite:hmt:venAsign.2381	urn:cts:greekLit:tlg0012.tlg001.msA:20.166
urn:cite:hmt:venAsign.2382	urn:cts:greekLit:tlg0012.tlg001.msA:20.180
urn:cite:hmt:venAsign.2383	urn:cts:greekLit:tlg0012.tlg001.msA:20.181
urn:cite:hmt:venAsign.2384	urn:cts:greekLit:tlg0012.tlg001.msA:20.182
urn:cite:hmt:venAsign.2385	urn:cts:greekLit:tlg0012.tlg001.msA:20.183
urn:cite:hmt:venAsign.2386	urn:cts:greekLit:tlg0012.tlg001.msA:20.184
urn:cite:hmt:venAsign.2387	urn:cts:greekLit:tlg0012.tlg001.msA:20.185
urn:cite:hmt:venAsign.2388	urn:cts:greekLit:tlg0012.tlg001.msA:20.186
urn:cite:hmt:venAsign.2389	urn:cts:greekLit:tlg0012.tlg001.msA:20.195
urn:cite:hmt:venAsign.2390	urn:cts:greekLit:tlg0012.tlg001.msA:20.196
urn:cite:hmt:venAsign.2391	urn:cts:greekLit:tlg0012.tlg001.msA:20.197
urn:cite:hmt:venAsign.2392	urn:cts:greekLit:tlg0012.tlg001.msA:20.198
urn:cite:hmt:venAsign.2393	urn:cts:greekLit:tlg0012.tlg001.msA:20.195
urn:cite:hmt:venAsign.2394	urn:cts:greekLit:tlg0012.tlg001.msA:20.196
urn:cite:hmt:venAsign.2395	urn:cts:greekLit:tlg0012.tlg001.msA:20.197
urn:cite:hmt:venAsign.2396	urn:cts:greekLit:tlg0012.tlg001.msA:20.198
urn:cite:hmt:venAsign.2397	urn:cts:greekLit:tlg0012.tlg001.msA:20.205
urn:cite:hmt:venAsign.2398	urn:cts:greekLit:tlg0012.tlg001.msA:20.206
urn:cite:hmt:venAsign.2399	urn:cts:greekLit:tlg0012.tlg001.msA:20.207
urn:cite:hmt:venAsign.2400	urn:cts:greekLit:tlg0012.tlg001.msA:20.208
urn:cite:hmt:venAsign.2401	urn:cts:greekLit:tlg0012.tlg001.msA:20.209
urn:cite:hmt:venAsign.2402	urn:cts:greekLit:tlg0012.tlg001.msA:20.213
urn:cite:hmt:venAsign.2403	urn:cts:greekLit:tlg0012.tlg001.msA:20.216
urn:cite:hmt:venAsign.2404	urn:cts:greekLit:tlg0012.tlg001.msA:20.223
urn:cite:hmt:venAsign.2405	urn:cts:greekLit:tlg0012.tlg001.msA:20.224
urn:cite:hmt:venAsign.2406	urn:cts:greekLit:tlg0012.tlg001.msA:20.229
urn:cite:hmt:venAsign.2407	urn:cts:greekLit:tlg0012.tlg001.msA:20.233
urn:cite:hmt:venAsign.2408	urn:cts:greekLit:tlg0012.tlg001.msA:20.234
urn:cite:hmt:venAsign.2409	urn:cts:greekLit:tlg0012.tlg001.msA:20.235
urn:cite:hmt:venAsign.2410	urn:cts:greekLit:tlg0012.tlg001.msA:20.251
urn:cite:hmt:venAsign.2411	urn:cts:greekLit:tlg0012.tlg001.msA:20.252
urn:cite:hmt:venAsign.2412	urn:cts:greekLit:tlg0012.tlg001.msA:20.253
urn:cite:hmt:venAsign.2413	urn:cts:greekLit:tlg0012.tlg001.msA:20.254
urn:cite:hmt:venAsign.2414	urn:cts:greekLit:tlg0012.tlg001.msA:20.255
urn:cite:hmt:venAsign.2415	urn:cts:greekLit:tlg0012.tlg001.msA:20.260
urn:cite:hmt:venAsign.2416	urn:cts:greekLit:tlg0012.tlg001.msA:20.261
urn:cite:hmt:venAsign.2417	urn:cts:greekLit:tlg0012.tlg001.msA:20.263
urn:cite:hmt:venAsign.2418	urn:cts:greekLit:tlg0012.tlg001.msA:20.266
urn:cite:hmt:venAsign.2419	urn:cts:greekLit:tlg0012.tlg001.msA:20.269
urn:cite:hmt:venAsign.2420	urn:cts:greekLit:tlg0012.tlg001.msA:20.270
urn:cite:hmt:venAsign.2421	urn:cts:greekLit:tlg0012.tlg001.msA:20.271
urn:cite:hmt:venAsign.2422	urn:cts:greekLit:tlg0012.tlg001.msA:20.272
urn:cite:hmt:venAsign.2423	urn:cts:greekLit:tlg0012.tlg001.msA:20.273
urn:cite:hmt:venAsign.2424	urn:cts:greekLit:tlg0012.tlg001.msA:20.279
urn:cite:hmt:venAsign.2425	urn:cts:greekLit:tlg0012.tlg001.msA:20.283
urn:cite:hmt:venAsign.2426	urn:cts:greekLit:tlg0012.tlg001.msA:20.290
urn:cite:hmt:venAsign.2427	urn:cts:greekLit:tlg0012.tlg001.msA:20.293
urn:cite:hmt:venAsign.2428	urn:cts:greekLit:tlg0012.tlg001.msA:20.298
urn:cite:hmt:venAsign.2429	urn:cts:greekLit:tlg0012.tlg001.msA:20.299
urn:cite:hmt:venAsign.2430	urn:cts:greekLit:tlg0012.tlg001.msA:20.311
urn:cite:hmt:venAsign.2431	urn:cts:greekLit:tlg0012.tlg001.msA:20.322
urn:cite:hmt:venAsign.2432	urn:cts:greekLit:tlg0012.tlg001.msA:20.323
urn:cite:hmt:venAsign.2433	urn:cts:greekLit:tlg0012.tlg001.msA:20.324
urn:cite:hmt:venAsign.2434	urn:cts:greekLit:tlg0012.tlg001.msA:20.346
urn:cite:hmt:venAsign.2435	urn:cts:greekLit:tlg0012.tlg001.msA:20.362
urn:cite:hmt:venAsign.2436	urn:cts:greekLit:tlg0012.tlg001.msA:20.372
urn:cite:hmt:venAsign.2437	urn:cts:greekLit:tlg0012.tlg001.msA:20.375
urn:cite:hmt:venAsign.2438	urn:cts:greekLit:tlg0012.tlg001.msA:20.378
urn:cite:hmt:venAsign.2439	urn:cts:greekLit:tlg0012.tlg001.msA:20.385
urn:cite:hmt:venAsign.2440	urn:cts:greekLit:tlg0012.tlg001.msA:20.387
urn:cite:hmt:venAsign.2441	urn:cts:greekLit:tlg0012.tlg001.msA:20.388
urn:cite:hmt:venAsign.2442	urn:cts:greekLit:tlg0012.tlg001.msA:20.389
urn:cite:hmt:venAsign.2443	urn:cts:greekLit:tlg0012.tlg001.msA:20.404
urn:cite:hmt:venAsign.2444	urn:cts:greekLit:tlg0012.tlg001.msA:20.415
urn:cite:hmt:venAsign.2445	urn:cts:greekLit:tlg0012.tlg001.msA:20.440
urn:cite:hmt:venAsign.2446	urn:cts:greekLit:tlg0012.tlg001.msA:20.451
urn:cite:hmt:venAsign.2447	urn:cts:greekLit:tlg0012.tlg001.msA:20.454
urn:cite:hmt:venAsign.2448	urn:cts:greekLit:tlg0012.tlg001.msA:20.462
urn:cite:hmt:venAsign.2449	urn:cts:greekLit:tlg0012.tlg001.msA:20.464
urn:cite:hmt:venAsign.2450	urn:cts:greekLit:tlg0012.tlg001.msA:20.467
urn:cite:hmt:venAsign.2451	urn:cts:greekLit:tlg0012.tlg001.msA:20.478
urn:cite:hmt:venAsign.2452	urn:cts:greekLit:tlg0012.tlg001.msA:20.484
urn:cite:hmt:venAsign.2453	urn:cts:greekLit:tlg0012.tlg001.msA:21.2
urn:cite:hmt:venAsign.2454	urn:cts:greekLit:tlg0012.tlg001.msA:21.4
urn:cite:hmt:venAsign.2455	urn:cts:greekLit:tlg0012.tlg001.msA:21.17
urn:cite:hmt:venAsign.2456	urn:cts:greekLit:tlg0012.tlg001.msA:21.31
urn:cite:hmt:venAsign.2457	urn:cts:greekLit:tlg0012.tlg001.msA:21.33
urn:cite:hmt:venAsign.2458	urn:cts:greekLit:tlg0012.tlg001.msA:21.36
urn:cite:hmt:venAsign.2459	urn:cts:greekLit:tlg0012.tlg001.msA:21.37
urn:cite:hmt:venAsign.2460	urn:cts:greekLit:tlg0012.tlg001.msA:21.40
urn:cite:hmt:venAsign.2461	urn:cts:greekLit:tlg0012.tlg001.msA:21.67
urn:cite:hmt:venAsign.2462	urn:cts:greekLit:tlg0012.tlg001.msA:21.75
urn:cite:hmt:venAsign.2463	urn:cts:greekLit:tlg0012.tlg001.msA:21.83
urn:cite:hmt:venAsign.2464	urn:cts:greekLit:tlg0012.tlg001.msA:21.86
urn:cite:hmt:venAsign.2465	urn:cts:greekLit:tlg0012.tlg001.msA:21.95
urn:cite:hmt:venAsign.2466	urn:cts:greekLit:tlg0012.tlg001.msA:21.111
urn:cite:hmt:venAsign.2467	urn:cts:greekLit:tlg0012.tlg001.msA:21.125
urn:cite:hmt:venAsign.2468	urn:cts:greekLit:tlg0012.tlg001.msA:21.126
urn:cite:hmt:venAsign.2469	urn:cts:greekLit:tlg0012.tlg001.msA:21.127
urn:cite:hmt:venAsign.2470	urn:cts:greekLit:tlg0012.tlg001.msA:21.128
urn:cite:hmt:venAsign.2471	urn:cts:greekLit:tlg0012.tlg001.msA:21.130
urn:cite:hmt:venAsign.2472	urn:cts:greekLit:tlg0012.tlg001.msA:21.131
urn:cite:hmt:venAsign.2473	urn:cts:greekLit:tlg0012.tlg001.msA:21.132
urn:cite:hmt:venAsign.2474	urn:cts:greekLit:tlg0012.tlg001.msA:21.133
urn:cite:hmt:venAsign.2475	urn:cts:greekLit:tlg0012.tlg001.msA:21.134
urn:cite:hmt:venAsign.2476	urn:cts:greekLit:tlg0012.tlg001.msA:21.135
urn:cite:hmt:venAsign.2477	urn:cts:greekLit:tlg0012.tlg001.msA:21.146
urn:cite:hmt:venAsign.2478	urn:cts:greekLit:tlg0012.tlg001.msA:21.155
urn:cite:hmt:venAsign.2479	urn:cts:greekLit:tlg0012.tlg001.msA:21.165
urn:cite:hmt:venAsign.2480	urn:cts:greekLit:tlg0012.tlg001.msA:21.166
urn:cite:hmt:venAsign.2481	urn:cts:greekLit:tlg0012.tlg001.msA:21.169
urn:cite:hmt:venAsign.2482	urn:cts:greekLit:tlg0012.tlg001.msA:21.172
urn:cite:hmt:venAsign.2483	urn:cts:greekLit:tlg0012.tlg001.msA:21.173
urn:cite:hmt:venAsign.2484	urn:cts:greekLit:tlg0012.tlg001.msA:21.183
urn:cite:hmt:venAsign.2485	urn:cts:greekLit:tlg0012.tlg001.msA:21.185
urn:cite:hmt:venAsign.2486	urn:cts:greekLit:tlg0012.tlg001.msA:21.187
urn:cite:hmt:venAsign.2487	urn:cts:greekLit:tlg0012.tlg001.msA:21.195
urn:cite:hmt:venAsign.2488	urn:cts:greekLit:tlg0012.tlg001.msA:21.200
urn:cite:hmt:venAsign.2489	urn:cts:greekLit:tlg0012.tlg001.msA:21.218
urn:cite:hmt:venAsign.2490	urn:cts:greekLit:tlg0012.tlg001.msA:21.220
urn:cite:hmt:venAsign.2491	urn:cts:greekLit:tlg0012.tlg001.msA:21.232
urn:cite:hmt:venAsign.2492	urn:cts:greekLit:tlg0012.tlg001.msA:21.246
urn:cite:hmt:venAsign.2493	urn:cts:greekLit:tlg0012.tlg001.msA:21.247
urn:cite:hmt:venAsign.2494	urn:cts:greekLit:tlg0012.tlg001.msA:21.249
urn:cite:hmt:venAsign.2495	urn:cts:greekLit:tlg0012.tlg001.msA:21.252
urn:cite:hmt:venAsign.2496	urn:cts:greekLit:tlg0012.tlg001.msA:21.255
urn:cite:hmt:venAsign.2497	urn:cts:greekLit:tlg0012.tlg001.msA:21.281
urn:cite:hmt:venAsign.2498	urn:cts:greekLit:tlg0012.tlg001.msA:21.282
urn:cite:hmt:venAsign.2499	urn:cts:greekLit:tlg0012.tlg001.msA:21.283
urn:cite:hmt:venAsign.2500	urn:cts:greekLit:tlg0012.tlg001.msA:21.287
urn:cite:hmt:venAsign.2501	urn:cts:greekLit:tlg0012.tlg001.msA:21.290
urn:cite:hmt:venAsign.2502	urn:cts:greekLit:tlg0012.tlg001.msA:21.296
urn:cite:hmt:venAsign.2503	urn:cts:greekLit:tlg0012.tlg001.msA:21.317
urn:cite:hmt:venAsign.2504	urn:cts:greekLit:tlg0012.tlg001.msA:21.319
urn:cite:hmt:venAsign.2505	urn:cts:greekLit:tlg0012.tlg001.msA:21.320
urn:cite:hmt:venAsign.2506	urn:cts:greekLit:tlg0012.tlg001.msA:21.323
urn:cite:hmt:venAsign.2507	urn:cts:greekLit:tlg0012.tlg001.msA:21.331
urn:cite:hmt:venAsign.2508	urn:cts:greekLit:tlg0012.tlg001.msA:21.335
urn:cite:hmt:venAsign.2509	urn:cts:greekLit:tlg0012.tlg001.msA:21.337
